
Timestamp,ID,Extended,Bus,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7
50749,304,0,0,5,00,01,A0,05,51,,,
50749,196,0,0,7,00,80,FD,00,80,FF,F6,
50759,418,0,0,8,00,00,00,BF,D0,07,00,3B
50760,185,0,0,6,76,0B,00,00,C0,F0,,
50760,196,0,0,7,00,80,FD,00,80,FF,F6,
50770,206,0,0,8,00,00,00,00,00,00,00,00
50770,182,0,0,5,00,01,80,00,C8,,,
50771,196,0,0,7,00,80,FD,00,80,FF,F6,
50781,418,0,0,8,00,00,00,CF,D0,07,00,4B
50781,186,0,0,8,03,FF,0F,00,00,88,8C,2F
50782,508,0,0,2,AB,05,,,,,,
50782,185,0,0,6,77,0C,00,00,C0,F0,,
50792,196,0,0,7,00,80,FD,00,80,FF,F6,
50792,196,0,0,7,00,80,FD,00,80,FF,F6,
50793,200,0,0,6,5F,FF,E1,00,00,BC,,
50803,418,0,0,8,00,00,00,DF,D0,07,00,5B
50803,186,0,0,8,03,FF,0F,00,00,89,8D,2F
50804,414,0,0,8,00,EA,1F,FC,FE,63,00,09
50814,416,0,0,8,00,80,00,A0,FF,0E,30,00
50814,690,0,0,8,00,00,00,00,3F,00,01,04
50815,418,0,0,8,00,00,00,EF,D0,07,00,6B
50825,186,0,0,8,03,FF,0F,00,00,8A,8E,2F
50825,181,0,0,8,BF,0D,80,00,08,30,00,44
50826,181,0,0,8,C0,0E,80,00,08,30,00,44
50826,168,0,0,8,25,EC,2F,72,F8,F1,03,00
50836,169,0,0,8,18,5C,87,CF,2B,87,FF,08
50837,168,0,0,8,26,ED,2F,72,F8,F1,03,00
50837,169,0,0,8,19,5D,87,CF,2B,87,FF,08
50847,170,0,0,8,A5,7D,F8,00,00,00,84,00
50848,185,0,0,6,6B,00,00,00,C0,F0,,
50848,304,0,0,5,00,01,A0,05,62,,,
50858,196,0,0,7,00,80,FD,00,80,FF,F6,
50858,418,0,0,8,00,00,00,1F,D0,07,00,9A
50859,185,0,0,6,6C,01,00,00,C0,F0,,
50869,196,0,0,7,00,80,FD,00,80,FF,F6,
50869,206,0,0,8,00,00,00,00,00,00,00,00
50870,196,0,0,7,00,80,FD,00,80,FF,F6,
50880,418,0,0,8,00,00,00,2F,D0,07,00,AA
50880,186,0,0,8,03,FF,0F,00,00,7E,82,2F
50881,185,0,0,6,6D,02,00,00,C0,F0,,
50881,196,0,0,7,00,80,FD,00,80,FF,F6,
50891,206,0,0,8,00,00,00,00,00,00,00,00
50892,196,0,0,7,00,80,FD,00,80,FF,F6,
50892,1175,0,0,8,18,52,FF,FF,FF,FF,FF,FF
50902,418,0,0,8,00,00,00,3F,D0,07,00,BA
50902,186,0,0,8,03,FF,0F,00,00,7F,83,2F
50903,196,0,0,7,00,80,FD,00,80,FF,F6,
50913,206,0,0,8,00,00,00,00,00,00,00,00
50913,182,0,0,5,08,08,80,00,C8,,,
50914,418,0,0,8,00,00,00,4F,D0,07,00,CA
50924,186,0,0,8,03,FF,0F,00,00,80,84,2F
50924,181,0,0,8,BA,08,80,00,08,30,00,44
50925,180,0,0,8,3F,0B,00,00,7D,FF,FF,02
50935,172,0,0,8,B2,0B,00,00,00,7D,00,7D
50935,466,0,0,6,F0,0F,FF,1C,F0,FF,,
50935,418,0,0,8,00,00,00,5F,D0,07,00,DA
50936,186,0,0,8,03,FF,0F,00,00,81,85,2F
50946,181,0,0,8,BC,0A,80,00,08,30,00,44
50946,168,0,0,8,22,E9,2F,72,F8,F1,03,00
50947,169,0,0,8,15,59,87,CF,2B,87,FF,08
50957,170,0,0,8,A1,79,F8,00,00,00,84,00
50957,304,0,0,5,00,01,A0,05,73,,,
50958,185,0,0,6,71,06,00,00,C0,F0,,
50968,196,0,0,7,00,80,FD,00,80,FF,F6,
50968,206,0,0,8,00,00,00,00,00,00,00,00
50969,196,0,0,7,00,80,FD,00,80,FF,F6,
50979,418,0,0,8,00,00,00,7F,D0,07,00,FA
50979,186,0,0,8,03,FF,0F,00,00,83,87,2F
50979,508,0,0,2,AC,05,,,,,,
50980,185,0,0,6,72,07,00,00,C0,F0,,
50990,196,0,0,7,00,80,FD,00,80,FF,F6,
50990,196,0,0,7,00,80,FD,00,80,FF,F6,
50991,200,0,0,6,5F,FF,41,00,00,BC,,
51001,418,0,0,8,00,00,00,8F,D0,07,00,0B
51001,186,0,0,8,03,FF,0F,00,00,84,88,2F
51002,185,0,0,6,73,08,00,00,C0,F0,,
51012,196,0,0,7,00,80,FD,00,80,FF,F6,
51012,206,0,0,8,00,00,00,00,00,00,00,00
51013,196,0,0,7,00,80,FD,00,80,FF,F6,
51023,418,0,0,8,00,00,00,9F,D0,07,00,1B
51023,186,0,0,8,03,FF,0F,00,00,85,89,2F
51023,191,0,0,5,8E,0E,FF,FF,C0,,,
51024,414,0,0,8,00,EA,2F,FC,FE,63,00,19
51034,416,0,0,8,00,80,00,A0,FF,12,E0,B5
51034,418,0,0,8,00,00,00,AF,D0,07,00,2B
51035,186,0,0,8,03,FF,0F,00,00,86,8A,2F
51045,181,0,0,8,B7,05,80,00,08,30,00,44
51045,168,0,0,8,1C,E3,2F,72,F8,F1,03,00
51046,180,0,0,8,36,02,00,00,7D,FF,FF,02
51056,181,0,0,8,B8,06,80,00,08,30,00,44
51056,1426,0,0,8,32,01,00,1C,19,0B,18,03
51056,181,0,0,8,B9,07,80,00,08,30,00,44
51067,169,0,0,8,11,55,87,CF,2B,87,FF,08
51067,170,0,0,8,9D,75,F8,00,00,00,84,00
51067,196,0,0,7,00,80,FD,00,80,FF,F6,
51078,418,0,0,8,00,00,00,CF,D0,07,00,4B
51078,186,0,0,8,03,FF,0F,00,00,88,8C,2F
51078,185,0,0,6,77,0C,00,00,C0,F0,,
51089,196,0,0,7,00,80,FD,00,80,FF,F6,
51089,206,0,0,8,00,00,00,00,00,00,00,00
51089,196,0,0,7,00,80,FD,00,80,FF,F6,
51089,418,0,0,8,00,00,00,DF,D0,07,00,5B
51100,186,0,0,8,03,FF,0F,00,00,89,8D,2F
51100,185,0,0,6,78,0D,00,00,C0,F0,,
51100,196,0,0,7,00,80,FD,00,80,FF,F6,
51111,206,0,0,8,00,00,00,00,00,00,00,00
51111,182,0,0,5,03,03,80,00,C8,,,
51111,196,0,0,7,00,80,FD,00,80,FF,F6,
51122,418,0,0,8,00,00,00,EF,D0,07,00,6B
51122,186,0,0,8,03,FF,0F,00,00,8A,8E,2F
51122,196,0,0,7,00,80,FD,00,80,FF,F6,
51133,206,0,0,8,00,00,00,00,00,00,00,00
51133,182,0,0,5,04,04,80,00,C8,,,
51133,418,0,0,8,00,00,00,0F,D0,07,00,8A
51144,186,0,0,8,03,FF,0F,00,00,7C,80,2F
51144,181,0,0,8,B2,00,80,00,08,30,00,44
51144,422,0,0,8,00,00,00,00,00,00,E0,FA
51144,690,0,0,8,00,00,00,00,4F,00,01,04
51155,691,0,0,5,9F,FD,FF,03,E8,,,
51155,418,0,0,8,00,00,00,1F,D0,07,00,9A
51155,186,0,0,8,03,FF,0F,00,00,7D,81,2F
51166,181,0,0,8,B4,02,80,00,08,30,00,44
51166,168,0,0,8,19,E0,2F,72,F8,F1,03,00
51166,168,0,0,8,1A,E1,2F,72,F8,F1,03,00
51177,169,0,0,8,0D,51,87,CF,2B,87,FF,08
51177,170,0,0,8,99,71,F8,00,00,00,84,00
51177,170,0,0,8,9A,72,F8,00,00,00,84,00
51188,508,0,0,2,AD,05,,,,,,
51188,185,0,0,6,6D,02,00,00,C0,F0,,
51188,196,0,0,7,00,80,FD,00,80,FF,F6,
51188,200,0,0,6,5F,FF,91,00,00,BC,,
51199,418,0,0,8,00,00,00,3F,D0,07,00,BA
51199,185,0,0,6,6E,03,00,00,C0,F0,,
51199,196,0,0,7,00,80,FD,00,80,FF,F6,
51210,206,0,0,8,00,00,00,00,00,00,00,00
51210,182,0,0,5,08,08,80,00,C8,,,
51210,464,0,0,8,4B,4B,4D,C9,00,00,CD,8B
51221,373,0,0,3,FF,FF,FF,,,,,
51221,196,0,0,7,00,80,FD,00,80,FF,F6,
51221,185,0,0,6,6F,04,00,00,C0,F0,,
51221,196,0,0,7,00,80,FD,00,80,FF,F6,
51232,206,0,0,8,00,00,00,00,00,00,00,00
51232,196,0,0,7,00,80,FD,00,80,FF,F6,
51232,404,0,0,4,F5,F8,00,FC,,,,
51243,418,0,0,8,00,00,00,5F,D0,07,00,DA
51243,186,0,0,8,03,FF,0F,00,00,81,85,2F
51243,206,0,0,8,00,00,00,00,00,00,00,00
51254,191,0,0,5,8A,0A,FF,FF,C0,,,
51254,403,0,0,8,86,FE,FC,00,F8,C0,00,00
51254,418,0,0,8,00,00,00,6F,D0,07,00,EA
51264,186,0,0,8,03,FF,0F,00,00,82,86,2F
51265,181,0,0,8,BE,0C,80,00,08,30,00,44
51265,180,0,0,8,41,0D,00,00,7D,FF,FF,02
51265,172,0,0,8,B4,0D,00,00,00,7D,00,7D
51276,181,0,0,8,BF,0D,80,00,08,30,00,44
51276,186,0,0,8,03,FF,0F,00,00,83,87,2F
51276,181,0,0,8,C0,0E,80,00,08,30,00,44
51287,168,0,0,8,25,EC,2F,72,F8,F1,03,00
51287,169,0,0,8,18,5C,87,CF,2B,87,FF,08
51287,196,0,0,7,00,80,FD,00,80,FF,F6,
51298,418,0,0,8,00,00,00,8F,D0,07,00,0B
51298,186,0,0,8,03,FF,0F,00,00,84,88,2F
51298,185,0,0,6,73,08,00,00,C0,F0,,
51309,196,0,0,7,00,80,FD,00,80,FF,F6,
51309,206,0,0,8,00,00,00,00,00,00,00,00
51309,464,0,0,8,4B,4B,4D,C9,00,00,CD,8B
51320,373,0,0,3,FF,FF,FF,,,,,
51320,196,0,0,7,00,80,FD,00,80,FF,F6,
51320,185,0,0,6,74,09,00,00,C0,F0,,
51320,196,0,0,7,00,80,FD,00,80,FF,F6,
51331,206,0,0,8,00,00,00,00,00,00,00,00
51331,196,0,0,7,00,80,FD,00,80,FF,F6,
51331,418,0,0,8,00,00,00,AF,D0,07,00,2B
51342,186,0,0,8,03,FF,0F,00,00,86,8A,2F
51342,181,0,0,8,B7,05,80,00,08,30,00,44
51342,196,0,0,7,00,80,FD,00,80,FF,F6,
51353,206,0,0,8,00,00,00,00,00,00,00,00
51353,182,0,0,5,FF,00,80,00,C8,,,
51353,304,0,0,5,00,01,A0,05,B7,,,
51363,437,0,0,7,C8,FF,05,00,88,FF,FF,
51364,418,0,0,8,00,00,00,BF,D0,07,00,3B
51364,416,0,0,8,00,80,00,90,FF,12,10,D4
51364,690,0,0,8,00,00,00,00,4F,00,01,04
51375,180,0,0,8,37,03,00,00,7D,FF,FF,02
51375,418,0,0,8,00,00,00,CF,D0,07,00,4B
51375,186,0,0,8,03,FF,0F,00,00,88,8C,2F
51386,168,0,0,8,20,E7,2F,72,F8,F1,03,00
51386,181,0,0,8,BB,09,80,00,08,30,00,44
51386,168,0,0,8,21,E8,2F,72,F8,F1,03,00
51396,169,0,0,8,14,58,87,CF,2B,87,FF,08
51397,170,0,0,8,A0,78,F8,00,00,00,84,00
51397,170,0,0,8,A1,79,F8,00,00,00,84,00
51407,185,0,0,6,78,0D,00,00,C0,F0,,
51408,196,0,0,7,00,80,FD,00,80,FF,F6,
51408,464,0,0,8,4B,4B,4E,C9,00,00,CD,8B
51418,373,0,0,3,FF,FF,FF,,,,,
51419,196,0,0,7,00,80,FD,00,80,FF,F6,
51419,185,0,0,6,79,0E,00,00,C0,F0,,
51419,196,0,0,7,00,80,FD,00,80,FF,F6,
51429,206,0,0,8,00,00,00,00,00,00,00,00
51430,196,0,0,7,00,80,FD,00,80,FF,F6,
51430,404,0,0,4,F6,F9,00,FC,,,,
51440,418,0,0,8,00,00,00,0F,D0,07,00,8A
51441,186,0,0,8,03,FF,0F,00,00,7C,80,2F
51441,185,0,0,6,6B,00,00,00,C0,F0,,
51451,196,0,0,7,00,80,FD,00,80,FF,F6,
51452,206,0,0,8,00,00,00,00,00,00,00,00
51452,304,0,0,5,00,01,A0,05,C8,,,
51452,196,0,0,7,00,80,FD,00,80,FF,F6,
51462,1175,0,0,8,18,52,FF,FF,FF,FF,FF,FF
51463,196,0,0,7,00,80,FD,00,80,FF,F6,
51463,206,0,0,8,00,00,00,00,00,00,00,00
51473,191,0,0,5,86,06,FF,FF,C0,,,
51474,414,0,0,8,00,EA,4F,FC,FE,63,00,39
51474,418,0,0,8,00,00,00,2F,D0,07,00,AA
51484,186,0,0,8,03,FF,0F,00,00,7E,82,2F
51485,168,0,0,8,1B,E2,2F,72,F8,F1,03,00
51485,180,0,0,8,3D,09,00,00,7D,FF,FF,02
51495,172,0,0,8,B0,09,00,00,00,7D,00,7D
51496,181,0,0,8,B7,05,80,00,08,30,00,44
51496,418,0,0,8,00,00,00,3F,D0,07,00,BA
51506,186,0,0,8,03,FF,0F,00,00,7F,83,2F
51507,168,0,0,8,1D,E4,2F,72,F8,F1,03,00
51507,170,0,0,8,9D,75,F8,00,00,00,84,00
51517,464,0,0,8,4B,4B,4E,C9,00,00,CD,8B
51517,373,0,0,3,FF,FF,FF,,,,,
51518,185,0,0,6,6F,04,00,00,C0,F0,,
51518,196,0,0,7,00,80,FD,00,80,FF,F6,
51528,206,0,0,8,00,00,00,00,00,00,00,00
51529,196,0,0,7,00,80,FD,00,80,FF,F6,
51529,418,0,0,8,00,00,00,5F,D0,07,00,DA
51539,186,0,0,8,03,FF,0F,00,00,81,85,2F
51539,168,0,0,8,21,E8,2F,72,F8,F1,03,00
51540,185,0,0,6,70,05,00,00,C0,F0,,
51550,196,0,0,7,00,80,FD,00,80,FF,F6,
51550,206,0,0,8,00,00,00,00,00,00,00,00
51551,304,0,0,5,00,01,A0,05,E9,,,
51561,196,0,0,7,00,80,FD,00,80,FF,F6,
51561,418,0,0,8,00,00,00,6F,D0,07,00,EA
51562,185,0,0,6,71,06,00,00,C0,F0,,
51562,196,0,0,7,00,80,FD,00,80,FF,F6,
51572,206,0,0,8,00,00,00,00,00,00,00,00
51572,196,0,0,7,00,80,FD,00,80,FF,F6,
51573,418,0,0,8,00,00,00,7F,D0,07,00,FA
51583,186,0,0,8,03,FF,0F,00,00,83,87,2F
51583,168,0,0,8,25,EC,2F,72,F8,F1,03,00
51584,414,0,0,8,00,EA,4F,FC,FE,63,00,39
51594,690,0,0,8,00,00,00,00,4F,00,01,04
51594,180,0,0,8,42,0E,00,00,7D,FF,FF,02
51595,418,0,0,8,00,00,00,8F,D0,07,00,0B
51605,186,0,0,8,03,FF,0F,00,00,84,88,2F
51605,168,0,0,8,27,EE,2F,72,F8,F1,03,00
51606,181,0,0,8,B4,02,80,00,08,30,00,44
51616,168,0,0,8,19,E0,2F,72,F8,F1,03,00
51616,169,0,0,8,0C,50,87,CF,2B,87,FF,08
51616,168,0,0,8,1A,E1,2F,72,F8,F1,03,00
51627,169,0,0,8,0D,51,87,CF,2B,87,FF,08
51627,170,0,0,8,99,71,F8,00,00,00,84,00
51627,196,0,0,7,00,80,FD,00,80,FF,F6,
51638,404,0,0,4,F7,FA,00,FC,,,,
51638,418,0,0,8,00,00,00,AF,D0,07,00,2B
51638,185,0,0,6,75,0A,00,00,C0,F0,,
51639,196,0,0,7,00,80,FD,00,80,FF,F6,
51649,206,0,0,8,00,00,00,00,00,00,00,00
51649,304,0,0,5,00,01,A0,05,FA,,,
51649,196,0,0,7,00,80,FD,00,80,FF,F6,
51660,418,0,0,8,00,00,00,BF,D0,07,00,3B
51660,186,0,0,8,03,FF,0F,00,00,87,8B,2F
51660,185,0,0,6,76,0B,00,00,C0,F0,,
51671,196,0,0,7,00,80,FD,00,80,FF,F6,
51671,206,0,0,8,00,00,00,00,00,00,00,00
51671,196,0,0,7,00,80,FD,00,80,FF,F6,
51672,418,0,0,8,00,00,00,CF,D0,07,00,4B
51682,186,0,0,8,03,FF,0F,00,00,88,8C,2F
51682,196,0,0,7,00,80,FD,00,80,FF,F6,
51683,206,0,0,8,00,00,00,00,00,00,00,00
51693,182,0,0,5,02,02,80,00,C8,,,
51693,191,0,0,5,82,02,FF,FF,C0,,,
51693,418,0,0,8,00,00,00,DF,D0,07,00,5B
51704,186,0,0,8,03,FF,0F,00,00,89,8D,2F
51704,168,0,0,8,22,E9,2F,72,F8,F1,03,00
51704,180,0,0,8,39,05,00,00,7D,FF,FF,02
51715,172,0,0,8,AC,05,00,00,00,7D,00,7D
51715,181,0,0,8,BE,0C,80,00,08,30,00,44
51715,418,0,0,8,00,00,00,EF,D0,07,00,6B
51726,186,0,0,8,03,FF,0F,00,00,8A,8E,2F
51726,168,0,0,8,24,EB,2F,72,F8,F1,03,00
51726,168,0,0,8,25,EC,2F,72,F8,F1,03,00
51727,169,0,0,8,18,5C,87,CF,2B,87,FF,08
51737,170,0,0,8,A4,7C,F8,00,00,00,84,00
51737,185,0,0,6,6B,00,00,00,C0,F0,,
51738,1152,0,0,8,12,42,FD,FF,FF,FF,FF,FF
51748,196,0,0,7,00,80,FD,00,80,FF,F6,
51748,206,0,0,8,00,00,00,00,00,00,00,00
51748,304,0,0,5,00,01,A0,05,0B,,,
51759,196,0,0,7,00,80,FD,00,80,FF,F6,
51759,418,0,0,8,00,00,00,1F,D0,07,00,9A
51759,185,0,0,6,6C,01,00,00,C0,F0,,
51770,196,0,0,7,00,80,FD,00,80,FF,F6,
51770,206,0,0,8,00,00,00,00,00,00,00,00
51770,196,0,0,7,00,80,FD,00,80,FF,F6,
51781,418,0,0,8,00,00,00,2F,D0,07,00,AA
51781,186,0,0,8,03,FF,0F,00,00,7E,82,2F
51781,508,0,0,2,A1,05,,,,,,
51782,185,0,0,6,6D,02,00,00,C0,F0,,
51792,196,0,0,7,00,80,FD,00,80,FF,F6,
51792,196,0,0,7,00,80,FD,00,80,FF,F6,
51792,200,0,0,6,5F,FF,91,00,00,BC,,
51803,418,0,0,8,00,00,00,3F,D0,07,00,BA
51803,186,0,0,8,03,FF,0F,00,00,7F,83,2F
51803,191,0,0,5,88,08,FF,FF,C0,,,
51804,416,0,0,8,00,80,00,90,FF,12,80,45
51814,690,0,0,8,00,00,00,00,4F,00,01,04
51814,418,0,0,8,00,00,00,4F,D0,07,00,CA
51815,168,0,0,8,1F,E6,2F,72,F8,F1,03,00
51825,186,0,0,8,03,FF,0F,00,00,80,84,2F
51825,169,0,0,8,12,56,87,CF,2B,87,FF,08
51826,181,0,0,8,BB,09,80,00,08,30,00,44
51836,168,0,0,8,20,E7,2F,72,F8,F1,03,00
51836,169,0,0,8,13,57,87,CF,2B,87,FF,08
51836,168,0,0,8,21,E8,2F,72,F8,F1,03,00
51847,169,0,0,8,14,58,87,CF,2B,87,FF,08
51847,170,0,0,8,A0,78,F8,00,00,00,84,00
51847,304,0,0,5,00,01,A0,05,1C,,,
51858,196,0,0,7,00,80,FD,00,80,FF,F6,
51858,418,0,0,8,00,00,00,6F,D0,07,00,EA
51858,185,0,0,6,71,06,00,00,C0,F0,,
51869,196,0,0,7,00,80,FD,00,80,FF,F6,
51869,206,0,0,8,00,00,00,00,00,00,00,00
51869,196,0,0,7,00,80,FD,00,80,FF,F6,
51869,418,0,0,8,00,00,00,7F,D0,07,00,FA
51880,186,0,0,8,03,FF,0F,00,00,83,87,2F
51880,185,0,0,6,72,07,00,00,C0,F0,,
51880,196,0,0,7,00,80,FD,00,80,FF,F6,
51891,206,0,0,8,00,00,00,00,00,00,00,00
51891,182,0,0,5,0C,0C,80,00,C8,,,
51891,196,0,0,7,00,80,FD,00,80,FF,F6,
51902,418,0,0,8,00,00,00,8F,D0,07,00,0B
51902,168,0,0,8,27,EE,2F,72,F8,F1,03,00
51902,196,0,0,7,00,80,FD,00,80,FF,F6,
51913,206,0,0,8,00,00,00,00,00,00,00,00
51913,182,0,0,5,0D,0D,80,00,C8,,,
51913,418,0,0,8,00,00,00,9F,D0,07,00,1B
51913,168,0,0,8,1A,E1,2F,72,F8,F1,03,00
51924,186,0,0,8,03,FF,0F,00,00,85,89,2F
51924,690,0,0,8,00,00,00,00,4F,00,01,04
51924,172,0,0,8,A8,01,00,00,00,7D,00,7D
51935,180,0,0,8,35,01,00,00,7D,FF,FF,02
51935,466,0,0,6,F0,0F,FF,6C,F0,FF,,
51935,418,0,0,8,00,00,00,AF,D0,07,00,2B
51946,168,0,0,8,1C,E3,2F,72,F8,F1,03,00
51946,186,0,0,8,03,FF,0F,00,00,86,8A,2F
51946,168,0,0,8,1D,E4,2F,72,F8,F1,03,00
51957,169,0,0,8,10,54,87,CF,2B,87,FF,08
51957,170,0,0,8,9C,74,F8,00,00,00,84,00
51957,185,0,0,6,76,0B,00,00,C0,F0,,
51968,196,0,0,7,00,80,FD,00,80,FF,F6,
51968,206,0,0,8,00,00,00,00,00,00,00,00
51968,196,0,0,7,00,80,FD,00,80,FF,F6,
51978,418,0,0,8,00,00,00,CF,D0,07,00,4B
51979,168,0,0,8,20,E7,2F,72,F8,F1,03,00
51979,508,0,0,2,A2,05,,,,,,
51979,185,0,0,6,77,0C,00,00,C0,F0,,
51990,196,0,0,7,00,80,FD,00,80,FF,F6,
51990,196,0,0,7,00,80,FD,00,80,FF,F6,
51990,200,0,0,6,5F,FF,E1,00,00,BC,,
52000,418,0,0,8,00,00,00,DF,D0,07,00,5B
52001,168,0,0,8,22,E9,2F,72,F8,F1,03,00
52001,185,0,0,6,78,0D,00,00,C0,F0,,
52011,196,0,0,7,00,80,FD,00,80,FF,F6,
52012,206,0,0,8,00,00,00,00,00,00,00,00
52012,196,0,0,7,00,80,FD,00,80,FF,F6,
52012,1175,0,0,8,18,52,FF,FF,FF,FF,FF,FF
52022,418,0,0,8,00,00,00,EF,D0,07,00,6B
52023,206,0,0,8,00,00,00,00,00,00,00,00
52023,182,0,0,5,04,04,80,00,C8,,,
52033,191,0,0,5,84,04,FF,FF,C0,,,
52034,414,0,0,8,00,EA,6F,FC,FE,63,00,59
52034,418,0,0,8,00,00,00,0F,D0,07,00,8A
52044,168,0,0,8,26,ED,2F,72,F8,F1,03,00
52045,186,0,0,8,03,FF,0F,00,00,7C,80,2F
52045,180,0,0,8,3B,07,00,00,7D,FF,FF,02
52055,690,0,0,8,00,00,00,00,3F,00,01,04
52056,691,0,0,5,99,F7,FF,03,E8,,,
52056,418,0,0,8,00,00,00,1F,D0,07,00,9A
52066,168,0,0,8,19,E0,2F,72,F8,F1,03,00
52066,186,0,0,8,03,FF,0F,00,00,7D,81,2F
52067,170,0,0,8,99,71,F8,00,00,00,84,00
52077,196,0,0,7,00,80,FD,00,80,FF,F6,
52077,418,0,0,8,00,00,00,2F,D0,07,00,AA
52078,185,0,0,6,6D,02,00,00,C0,F0,,
52078,196,0,0,7,00,80,FD,00,80,FF,F6,
52088,206,0,0,8,00,00,00,00,00,00,00,00
52089,196,0,0,7,00,80,FD,00,80,FF,F6,
52089,418,0,0,8,00,00,00,3F,D0,07,00,BA
52099,168,0,0,8,1D,E4,2F,72,F8,F1,03,00
52100,186,0,0,8,03,FF,0F,00,00,7F,83,2F
52100,185,0,0,6,6E,03,00,00,C0,F0,,
52110,196,0,0,7,00,80,FD,00,80,FF,F6,
52110,206,0,0,8,00,00,00,00,00,00,00,00
52111,196,0,0,7,00,80,FD,00,80,FF,F6,
52121,418,0,0,8,00,00,00,4F,D0,07,00,CA
52121,168,0,0,8,1F,E6,2F,72,F8,F1,03,00
52122,185,0,0,6,6F,04,00,00,C0,F0,,
52132,196,0,0,7,00,80,FD,00,80,FF,F6,
52132,206,0,0,8,00,00,00,00,00,00,00,00
52133,196,0,0,7,00,80,FD,00,80,FF,F6,
52133,418,0,0,8,00,00,00,5F,D0,07,00,DA
52143,168,0,0,8,21,E8,2F,72,F8,F1,03,00
52144,191,0,0,5,8A,0A,FF,FF,C0,,,
52144,414,0,0,8,00,EA,7F,FC,FE,63,00,69
52154,416,0,0,8,00,80,00,A0,FF,12,A0,75
52154,422,0,0,8,00,00,00,00,00,00,80,FA
52155,418,0,0,8,00,00,00,6F,D0,07,00,EA
52165,168,0,0,8,23,EA,2F,72,F8,F1,03,00
52165,186,0,0,8,03,FF,0F,00,00,82,86,2F
52166,168,0,0,8,24,EB,2F,72,F8,F1,03,00
52176,181,0,0,8,BF,0D,80,00,08,30,00,44
52176,169,0,0,8,17,5B,87,CF,2B,87,FF,08
52177,169,0,0,8,18,5C,87,CF,2B,87,FF,08
52187,181,0,0,8,C0,0E,80,00,08,30,00,44
52187,508,0,0,2,A3,05,,,,,,
52187,196,0,0,7,00,80,FD,00,80,FF,F6,
52188,200,0,0,6,5F,FF,41,00,00,BC,,
52198,418,0,0,8,00,00,00,8F,D0,07,00,0B
52198,185,0,0,6,73,08,00,00,C0,F0,,
52199,196,0,0,7,00,80,FD,00,80,FF,F6,
52209,206,0,0,8,00,00,00,00,00,00,00,00
52209,182,0,0,5,0D,0D,80,00,C8,,,
52210,464,0,0,8,4B,4B,43,C9,00,00,CD,8B
52220,196,0,0,7,00,80,FD,00,80,FF,F6,
52220,168,0,0,8,1A,E1,2F,72,F8,F1,03,00
52220,185,0,0,6,74,09,00,00,C0,F0,,
52221,196,0,0,7,00,80,FD,00,80,FF,F6,
52231,206,0,0,8,00,00,00,00,00,00,00,00
52231,196,0,0,7,00,80,FD,00,80,FF,F6,
52232,404,0,0,4,FA,FD,00,FC,,,,
52242,418,0,0,8,00,00,00,AF,D0,07,00,2B
52242,168,0,0,8,1C,E3,2F,72,F8,F1,03,00
52243,196,0,0,7,00,80,FD,00,80,FF,F6,
52253,206,0,0,8,00,00,00,00,00,00,00,00
52253,182,0,0,5,FF,00,80,00,C8,,,
52253,168,0,0,8,1E,E5,2F,72,F8,F1,03,00
52264,186,0,0,8,03,FF,0F,00,00,87,8B,2F
52264,169,0,0,8,11,55,87,CF,2B,87,FF,08
52264,180,0,0,8,37,03,00,00,7D,FF,FF,02
52275,172,0,0,8,AA,03,00,00,00,7D,00,7D
52275,168,0,0,8,1F,E6,2F,72,F8,F1,03,00
52275,168,0,0,8,20,E7,2F,72,F8,F1,03,00
52276,186,0,0,8,03,FF,0F,00,00,88,8C,2F
52286,169,0,0,8,13,57,87,CF,2B,87,FF,08
52286,169,0,0,8,14,58,87,CF,2B,87,FF,08
52287,170,0,0,8,A0,78,F8,00,00,00,84,00
52297,196,0,0,7,00,80,FD,00,80,FF,F6,
52297,418,0,0,8,00,00,00,DF,D0,07,00,5B
52298,185,0,0,6,78,0D,00,00,C0,F0,,
52308,1152,0,0,8,12,42,FD,FF,FF,FF,FF,FF
52308,196,0,0,7,00,80,FD,00,80,FF,F6,
52308,464,0,0,8,4B,4B,43,C9,00,00,CD,8B
52319,373,0,0,3,FF,FF,FF,,,,,
52319,196,0,0,7,00,80,FD,00,80,FF,F6,
52319,185,0,0,6,79,0E,00,00,C0,F0,,
52320,196,0,0,7,00,80,FD,00,80,FF,F6,
52330,206,0,0,8,00,00,00,00,00,00,00,00
52330,196,0,0,7,00,80,FD,00,80,FF,F6,
52330,168,0,0,8,26,ED,2F,72,F8,F1,03,00
52341,186,0,0,8,03,FF,0F,00,00,7C,80,2F
52341,169,0,0,8,19,5D,87,CF,2B,87,FF,08
52341,185,0,0,6,6B,00,00,00,C0,F0,,
52352,196,0,0,7,00,80,FD,00,80,FF,F6,
52352,206,0,0,8,00,00,00,00,00,00,00,00
52352,196,0,0,7,00,80,FD,00,80,FF,F6,
52363,437,0,0,7,C8,FF,05,00,88,FF,FF,
52363,168,0,0,8,19,E0,2F,72,F8,F1,03,00
52363,191,0,0,5,86,06,FF,FF,C0,,,
52364,414,0,0,8,00,EA,8F,FC,FE,63,00,79
52374,416,0,0,8,00,80,00,90,FF,12,60,25
52374,168,0,0,8,1B,E2,2F,72,F8,F1,03,00
52374,186,0,0,8,03,FF,0F,00,00,7E,82,2F
